Annual Income (k$),Spending Score (1-100)
-4.717717257552097,-9.033902820045107
4.730224151139641,5.668032852668661
-3.4101556579309578,8.576745503508405
-2.751126190551764,9.620362413420128
-8.770953122653838,-5.503316672693782
-3.2043241622714436,8.315691497842936
-8.068408298800321,-7.052214255476295
-8.691813608812764,6.164008239715503
-7.902148031057777,8.266041179395122
-7.600203233153966,8.543787369499661
-0.29235655594047616,8.236880800787851
5.422791184653448,2.418646693790511
4.899650225004875,2.551145753533987
3.369688259125494,-0.2991011530880652
-2.5629366817176775,11.36125161191933
-1.966743585481299,8.046606496290636
-7.975177138726975,-6.555421708902984
-10.185949763658547,8.061401672758462
-9.977026748966557,7.549113595213015
-2.1462542157036992,6.144365761211625
-8.371966408239004,9.536557240923031
7.469157688043897,2.2350364031884906
-0.140378399791663,10.165438221927685
-7.58752498983542,-5.246683697824897
3.1778563308871193,3.15379658955441
